EmployeeNumber,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,ExpectedSalary,CompRatio,CompSegment,PercentSalaryHike,PerformanceRating,StockOptionLevel,StockMultiplier,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,IncentiveEligible,SimulatedPayout,RiskScore,AttritionRisk,Attrition,AttritionFlag
477,42,Male,Research & Development,Healthcare Representative,4,Other,Single,6781,7435.510437830549,0.9119750495540271,Fair,23,4,0,1.0,No,1,0,0,0,14,3,4,1,3,2,6,Travel_Rarely,2,0,0.0,0,Stable,No,0
478,21,Female,Sales,Sales Representative,1,Technical Degree,Single,2174,3198.8668564229984,0.6796156569113934,Underpaid,11,3,0,1.0,Yes,3,2,1,2,3,1,2,1,3,3,3,Travel_Frequently,1,0,0.0,70,High,Yes,1
479,36,Female,Sales,Sales Executive,5,Medical,Single,6653,4718.521627362673,1.4099755231425244,Overpaid,15,3,0,1.0,No,1,0,0,0,7,4,4,4,3,2,6,Non-Travel,1,0,0.0,0,Stable,No,0
481,36,Male,Sales,Sales Executive,4,Medical,Married,9699,9076.92129884037,1.0685341076207309,Fair,11,3,1,1.1,No,13,9,1,12,16,4,4,1,3,1,2,Travel_Frequently,3,1,14082.948000000002,0,Stable,No,0
482,57,Male,Research & Development,Healthcare Representative,4,Medical,Married,6755,8163.328979480978,0.8274810456590812,Underpaid,11,3,0,1.0,No,3,2,1,2,15,2,3,4,3,3,2,Travel_Rarely,1,1,8916.6,30,Medium,No,0
483,40,Female,Research & Development,Laboratory Technician,4,Life Sciences,Married,2213,5726.157328057994,0.38647209170386715,Underpaid,13,3,1,1.1,Yes,7,7,1,7,10,3,3,4,3,3,3,Travel_Rarely,10,0,0.0,55,High,No,0
484,21,Male,Sales,Sales Representative,2,Medical,Single,2610,2846.5490592746496,0.9168997075585529,Fair,24,4,0,1.0,No,3,2,2,2,3,1,4,1,2,3,3,Non-Travel,9,1,7516.799999999999,0,Stable,No,0
485,33,Female,Sales,Sales Representative,3,Marketing,Single,2851,2111.1899887940845,1.3504232281948705,Overpaid,13,3,0,1.0,Yes,1,0,0,0,1,1,3,4,3,2,2,Travel_Rarely,5,0,0.0,25,Medium,Yes,1
486,37,Female,Research & Development,Laboratory Technician,3,Medical,Married,3452,8732.549871714149,0.395302637913523,Underpaid,20,4,1,1.1,No,5,4,0,3,17,6,1,3,3,2,3,Travel_Rarely,10,1,9113.280000000002,45,Medium,No,0
487,46,Female,Research & Development,Manufacturing Director,4,Medical,Married,5258,4219.113205912384,1.2462334484487854,Overpaid,14,3,0,1.0,No,1,0,0,0,7,2,3,3,4,3,2,Non-Travel,7,0,0.0,0,Stable,No,0
488,41,Male,Sales,Sales Executive,3,Marketing,Single,9355,5389.050148358343,1.7359274347910452,Overpaid,18,3,0,1.0,No,8,7,7,7,8,1,2,1,3,3,5,Travel_Frequently,4,0,0.0,35,Medium,Yes,1
491,50,Male,Research & Development,Healthcare Representative,3,Technical Degree,Single,10496,10506.595392213105,0.9989915484685974,Fair,15,3,0,1.0,No,4,3,1,3,20,6,4,4,3,4,2,Travel_Rarely,10,1,18892.8,0,Stable,No,0
492,40,Male,Sales,Sales Executive,2,Marketing,Married,6380,5511.321816591122,1.1576170313251959,Overpaid,12,3,2,1.2,Yes,6,4,1,0,8,2,3,3,3,1,6,Travel_Rarely,22,0,0.0,25,Medium,Yes,1
493,31,Male,Research & Development,Research Scientist,4,Life Sciences,Single,2657,2212.173360361113,1.2010812749170228,Overpaid,16,3,0,1.0,Yes,2,2,2,2,3,0,2,3,3,4,5,Travel_Rarely,9,0,0.0,40,Medium,No,0
494,21,Female,Sales,Sales Representative,3,Life Sciences,Single,2716,2111.1899887940845,1.2864782489573021,Overpaid,15,3,0,1.0,No,1,0,0,0,1,1,2,3,3,4,0,Travel_Rarely,12,0,0.0,15,Stable,Yes,1
495,29,Male,Research & Development,Research Scientist,3,Life Sciences,Single,2201,3703.6412016398463,0.5942800288066437,Underpaid,16,3,0,1.0,No,3,2,1,2,6,9,4,4,3,4,4,Travel_Rarely,23,1,4225.92,30,Medium,No,0
496,35,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,6540,5853.045128589983,1.1173670894923557,Fair,19,3,0,1.0,No,1,1,0,0,10,9,2,3,3,3,5,Travel_Rarely,9,0,0.0,15,Stable,No,0
497,27,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,3816,3782.4145681203786,1.008879362976944,Fair,11,3,1,1.1,No,5,2,0,4,5,1,2,4,3,2,2,Travel_Rarely,1,1,5540.832,15,Stable,No,0
498,28,Male,Sales,Sales Executive,4,Life Sciences,Single,5253,4893.127132549327,1.073546600712003,Fair,16,3,0,1.0,No,7,5,0,7,7,1,4,2,3,4,1,Travel_Rarely,9,1,10085.76,0,Stable,No,0
499,49,Male,Research & Development,Healthcare Representative,3,Other,Single,10965,13043.231838537184,0.8406658821783037,Underpaid,24,4,0,1.0,No,5,2,0,0,26,8,3,2,3,3,2,Travel_Rarely,7,1,31579.199999999997,30,Medium,No,0
500,51,Female,Sales,Sales Executive,2,Life Sciences,Married,4936,9920.60265749364,0.49755041809597483,Underpaid,11,3,1,1.1,No,7,7,0,7,18,4,4,3,2,3,2,Travel_Rarely,14,1,7167.072000000001,30,Medium,No,0
501,36,Female,Research & Development,Research Scientist,3,Life Sciences,Married,2543,3649.1840540151693,0.6968681114349266,Underpaid,13,3,1,1.1,No,2,2,2,2,6,4,3,4,3,2,3,Travel_Rarely,2,1,4363.7880000000005,30,Medium,No,0
502,34,Male,Sales,Sales Executive,3,Marketing,Single,5304,5915.112790240941,0.8966861982329084,Fair,13,3,0,1.0,Yes,5,2,0,4,9,8,4,1,2,2,3,Non-Travel,19,0,0.0,25,Medium,Yes,1
505,55,Female,Research & Development,Manager,3,Life Sciences,Single,16659,14762.499801755417,1.1284674156621541,Fair,13,3,0,1.0,Yes,5,4,1,2,30,2,4,3,3,3,2,Travel_Rarely,2,0,0.0,25,Medium,No,0
507,24,Female,Sales,Sales Executive,4,Marketing,Divorced,4260,4028.2451018574675,1.0575324719033774,Fair,12,3,1,1.1,Yes,5,2,0,3,5,1,3,4,4,4,2,Travel_Rarely,10,0,0.0,25,Medium,No,0
508,30,Male,Sales,Sales Representative,1,Technical Degree,Married,2476,2286.069407725695,1.083081726054529,Fair,18,3,1,1.1,No,1,0,0,0,1,1,2,3,3,1,3,Travel_Rarely,2,0,0.0,15,Stable,No,0
510,26,Male,Research & Development,Research Scientist,1,Technical Degree,Single,3102,4131.040134481476,0.7509004751873125,Underpaid,22,4,0,1.0,No,6,4,0,4,7,0,1,3,3,3,2,Travel_Frequently,3,1,8189.28,45,Medium,Yes,1
511,22,Female,Research & Development,Research Scientist,3,Medical,Married,2244,1897.6714931029437,1.1825018229739876,Overpaid,13,3,1,1.1,No,2,1,1,2,2,1,2,1,3,4,1,Travel_Rarely,11,0,0.0,15,Stable,No,0
513,36,Male,Sales,Sales Executive,2,Medical,Married,7596,6389.287306521452,1.1888649916003737,Overpaid,13,3,2,1.2,No,10,9,9,0,10,1,3,2,3,2,2,Travel_Rarely,2,0,0.0,20,Stable,No,0
514,30,Male,Research & Development,Research Scientist,3,Technical Degree,Single,2285,2076.108670530583,1.100616760786434,Fair,23,4,0,1.0,Yes,1,0,0,0,3,9,4,3,3,3,4,Travel_Frequently,4,0,0.0,25,Medium,Yes,1
515,37,Female,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,3034,10011.48161923058,0.3030520471787246,Underpaid,12,3,1,1.1,No,18,7,12,17,18,1,1,4,2,3,2,Travel_Rarely,14,1,4805.856000000001,65,High,No,0
516,40,Female,Sales,Sales Executive,2,Marketing,Divorced,5715,5456.864668966445,1.0473046972378826,Fair,12,3,2,1.2,No,5,4,1,3,8,7,2,4,3,3,5,Travel_Rarely,2,1,9875.52,15,Stable,No,0
517,42,Female,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,2576,4957.106133377018,0.5196580284322267,Underpaid,16,3,1,1.1,No,5,2,1,2,8,3,1,2,3,2,5,Travel_Rarely,1,1,5440.512000000001,45,Medium,No,0
518,37,Male,Research & Development,Manufacturing Director,4,Life Sciences,Single,4197,9167.540147935972,0.4578109211711426,Underpaid,12,3,0,1.0,Yes,1,0,0,1,18,2,2,3,2,4,2,Travel_Rarely,10,0,0.0,70,High,No,0
520,43,Male,Research & Development,Research Director,3,Life Sciences,Divorced,14336,13148.727094321817,1.0902956535002464,Fair,11,3,1,1.1,No,25,10,3,9,25,1,2,1,3,3,3,Travel_Rarely,12,1,20815.872000000003,15,Stable,No,0
521,40,Female,Research & Development,Laboratory Technician,3,Medical,Married,3448,10055.953937425464,0.34288144331762527,Underpaid,22,4,1,1.1,No,1,0,0,0,20,6,3,2,3,2,3,Travel_Rarely,2,0,0.0,30,Medium,No,0
522,54,Male,Research & Development,Research Director,2,Medical,Married,19406,12026.033052983534,1.6136659457447253,Overpaid,11,3,1,1.1,No,4,2,1,2,24,4,1,1,2,3,4,Travel_Rarely,5,0,0.0,15,Stable,No,0
523,34,Female,Sales,Sales Executive,4,Marketing,Married,6538,4369.18780133753,1.4963879552164219,Overpaid,15,3,1,1.1,No,3,2,1,2,6,9,3,3,3,1,3,Non-Travel,4,0,0.0,0,Stable,No,0
524,31,Female,Research & Development,Manufacturing Director,2,Medical,Married,4306,7267.466184662196,0.5925036168847547,Underpaid,12,3,1,1.1,No,13,10,3,12,13,1,1,2,1,2,5,Travel_Rarely,7,1,6820.704,45,Medium,No,0
525,43,Male,Research & Development,Laboratory Technician,3,Medical,Married,2258,4670.753459910927,0.48343377987736075,Underpaid,20,4,1,1.1,No,3,2,1,2,8,7,4,4,3,1,1,Travel_Frequently,21,1,5961.120000000002,30,Medium,No,0
526,43,Female,Research & Development,Healthcare Representative,4,Other,Divorced,4522,5123.244311624413,0.8826438336621549,Fair,14,3,0,1.0,Yes,5,2,0,2,8,4,3,3,3,4,3,Travel_Rarely,8,0,0.0,25,Medium,No,0
527,25,Female,Sales,Sales Executive,2,Life Sciences,Single,4487,4107.293684778193,1.0924468383230093,Fair,11,3,0,1.0,Yes,5,4,1,3,5,1,4,2,3,2,3,Travel_Rarely,4,0,0.0,25,Medium,No,0
529,37,Female,Research & Development,Research Scientist,5,Medical,Married,4449,7690.807449470775,0.5784828224123785,Underpaid,15,3,2,1.2,Yes,13,11,10,7,15,3,3,2,3,1,2,Non-Travel,25,0,0.0,75,High,No,0
530,31,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,2218,3278.1004257662844,0.6766113638759322,Underpaid,12,3,1,1.1,No,4,2,3,2,4,1,1,4,3,3,3,Travel_Rarely,1,1,3513.3120000000004,45,Medium,No,0
531,39,Male,Research & Development,Manager,1,Life Sciences,Divorced,19197,11568.318958095333,1.6594459462553315,Overpaid,14,3,1,1.1,Yes,21,8,1,6,21,1,3,2,3,3,3,Travel_Frequently,1,0,0.0,25,Medium,No,0
532,56,Female,Sales,Sales Executive,3,Life Sciences,Married,13212,17930.588853157344,0.7368413892148076,Underpaid,11,3,3,1.3,No,7,7,7,7,36,9,1,3,2,4,0,Travel_Frequently,6,1,22671.792,65,High,No,0
533,30,Female,Sales,Sales Executive,3,Technical Degree,Single,6577,4469.710970041804,1.4714597977547723,Overpaid,11,3,0,1.0,No,5,4,4,4,6,0,3,2,3,2,6,Travel_Rarely,12,0,0.0,20,Stable,No,0
534,41,Male,Sales,Sales Executive,3,Marketing,Married,8392,6397.678433066531,1.3117258217646228,Overpaid,16,3,1,1.1,No,10,7,0,7,10,1,1,2,3,3,2,Travel_Rarely,1,0,0.0,15,Stable,No,0
536,28,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,4558,6399.816115901733,0.7122079630811047,Underpaid,12,3,1,1.1,No,10,0,1,8,10,1,1,3,3,4,2,Travel_Rarely,17,1,7219.872,45,Medium,No,0
538,25,Male,Research & Development,Laboratory Technician,3,Medical,Married,4031,3981.4604105099597,1.0124425673954385,Fair,13,3,1,1.1,No,2,2,0,2,6,5,1,1,3,3,5,Travel_Rarely,3,1,6917.196000000001,15,Stable,Yes,1
543,52,Male,Research & Development,Manufacturing Director,3,Medical,Married,7969,13779.716723172885,0.578313775246105,Underpaid,14,3,0,1.0,Yes,5,4,0,4,28,2,3,4,3,3,4,Travel_Rarely,3,0,0.0,55,High,No,0
544,45,Male,Research & Development,Research Scientist,2,Life Sciences,Married,2654,4371.459665257265,0.6071198645827627,Underpaid,21,4,2,1.2,No,2,2,0,2,8,3,4,1,2,4,3,Travel_Rarely,10,1,8025.696,30,Medium,No,0
546,52,Female,Research & Development,Manager,2,Life Sciences,Married,16555,15395.627341961525,1.0753053209386636,Fair,13,3,0,1.0,No,5,2,1,4,31,2,4,4,1,4,2,Travel_Rarely,4,1,25825.8,0,Stable,No,0
547,42,Female,Research & Development,Research Scientist,2,Life Sciences,Divorced,4556,9652.305301826542,0.47201159283035227,Underpaid,11,3,1,1.1,No,5,4,0,2,19,2,3,1,3,2,3,Travel_Frequently,29,1,6615.312000000001,30,Medium,No,0
548,30,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,6091,5867.269725090251,1.0381319225794257,Fair,20,4,0,1.0,No,5,4,0,2,11,2,4,3,3,3,2,Travel_Rarely,2,1,14618.400000000001,0,Stable,No,0
549,60,Female,Research & Development,Manager,3,Life Sciences,Married,19566,17227.38065691414,1.1357501404107688,Fair,11,3,0,1.0,No,29,8,11,10,33,5,1,1,1,4,5,Travel_Rarely,7,1,25827.12,35,Medium,No,0
550,46,Female,Research & Development,Manufacturing Director,3,Medical,Divorced,4810,9859.543254715187,0.4878522134075213,Underpaid,14,3,1,1.1,No,10,7,0,8,19,2,3,3,2,3,5,Travel_Rarely,18,1,8888.880000000001,30,Medium,No,0
551,42,Female,Research & Development,Healthcare Representative,4,Technical Degree,Married,4523,4584.098210503347,0.9866717056010372,Fair,11,3,3,1.3,No,6,5,0,4,7,0,4,4,4,4,4,Travel_Frequently,28,1,7761.468,0,Stable,No,0
554,24,Female,Sales,Sales Representative,1,Technical Degree,Single,3202,4609.43671785516,0.6946618851706329,Underpaid,16,3,0,1.0,Yes,5,3,1,4,6,1,2,1,3,2,4,Travel_Rarely,1,0,0.0,70,High,Yes,1
555,34,Female,Sales,Sales Representative,2,Marketing,Divorced,2351,3056.9699993325157,0.7690621761133858,Underpaid,16,3,1,1.1,No,2,2,1,0,3,0,3,4,2,4,3,Travel_Frequently,6,1,4965.312000000001,30,Medium,Yes,1
556,38,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,1702,1596.1107470323443,1.0663420462298974,Fair,23,4,1,1.1,Yes,1,0,0,0,1,1,4,4,3,3,3,Travel_Frequently,2,0,0.0,25,Medium,No,0
558,40,Female,Sales,Manager,4,Life Sciences,Married,18041,11752.190154322332,1.5351181152701745,Overpaid,14,3,0,1.0,No,20,15,1,12,21,0,3,3,3,4,2,Travel_Rarely,2,0,0.0,0,Stable,No,0
560,26,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,2886,2089.192129769052,1.3813952096014408,Overpaid,22,4,2,1.2,No,3,2,0,2,3,1,4,1,1,2,3,Travel_Rarely,23,0,0.0,0,Stable,No,0
562,30,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,2097,5446.487419566798,0.385018790728574,Underpaid,15,3,1,1.1,No,5,3,1,4,9,4,4,3,1,3,3,Non-Travel,3,1,4152.06,30,Medium,No,0
564,29,Male,Research & Development,Research Director,4,Medical,Married,11935,5879.898593588144,2.029796910615902,Overpaid,18,3,0,1.0,No,10,2,0,7,10,1,3,2,3,3,2,Travel_Rarely,3,0,0.0,0,Stable,No,0
565,29,Female,Research & Development,Research Scientist,5,Technical Degree,Married,2546,3474.3046350835584,0.7328085091590616,Underpaid,16,3,0,1.0,No,2,2,1,1,6,5,2,3,4,2,2,Travel_Rarely,25,1,4888.32,45,Medium,Yes,1
566,19,Male,Human Resources,Human Resources,2,Technical Degree,Single,2564,1108.0025255513979,2.31407414773177,Overpaid,12,3,0,1.0,No,1,0,0,0,1,1,4,1,4,3,3,Travel_Rarely,2,0,0.0,0,Stable,Yes,1
567,30,Female,Sales,Sales Executive,4,Other,Married,8412,6207.866157970606,1.3550549876465026,Overpaid,11,3,0,1.0,No,9,8,7,8,10,0,1,3,3,3,3,Non-Travel,22,0,0.0,35,Medium,No,0
568,57,Male,Sales,Manager,3,Marketing,Divorced,14118,16472.102271024498,0.8570854993314656,Fair,12,3,1,1.1,No,1,0,0,0,32,3,4,1,2,3,3,Travel_Rarely,29,0,0.0,0,Stable,No,0
569,50,Male,Research & Development,Manager,4,Life Sciences,Married,17046,14685.910842541012,1.1607043092364733,Overpaid,15,3,1,1.1,No,27,10,15,7,28,0,3,2,3,2,2,Travel_Rarely,29,0,0.0,20,Stable,No,0
571,30,Female,Research & Development,Laboratory Technician,3,Medical,Single,2564,6931.139617481341,0.36992473698455297,Underpaid,14,3,0,1.0,No,11,7,6,7,12,0,4,3,2,3,2,Non-Travel,2,1,4307.52,50,High,No,0
573,60,Female,Sales,Sales Executive,3,Marketing,Married,10266,11944.127042784294,0.8595019094511317,Fair,19,3,0,1.0,No,18,13,13,11,22,4,1,3,4,4,5,Travel_Frequently,28,1,23406.48,35,Medium,No,0
574,47,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,5070,10459.962146825124,0.4847053869634585,Underpaid,13,3,3,1.3,No,5,0,0,4,20,5,4,1,3,3,2,Travel_Rarely,2,1,10281.960000000001,30,Medium,No,0
575,46,Male,Research & Development,Research Director,3,Life Sciences,Married,17861,12783.850185351883,1.397153419434285,Overpaid,13,3,0,1.0,No,3,2,0,1,26,6,3,1,1,3,2,Travel_Rarely,2,0,0.0,0,Stable,No,0
577,35,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,4230,4049.0010173731052,1.0447021331558772,Fair,15,3,0,1.0,No,5,4,4,3,6,0,3,4,3,3,2,Travel_Rarely,22,1,7614.0,20,Stable,No,0
578,54,Female,Research & Development,Laboratory Technician,4,Life Sciences,Single,3780,9783.535320912782,0.3863634030042357,Underpaid,11,3,0,1.0,No,1,0,0,0,19,7,3,3,3,3,3,Travel_Rarely,8,0,0.0,30,Medium,No,0
579,34,Male,Research & Development,Research Scientist,4,Life Sciences,Divorced,2768,7384.970622502641,0.3748153027942543,Underpaid,12,3,1,1.1,No,7,3,5,7,14,3,3,4,3,3,3,Travel_Rarely,2,1,4384.512000000001,50,High,No,0
580,46,Female,Sales,Sales Executive,3,Marketing,Married,9071,8505.340463368088,1.0665063954897713,Fair,19,3,1,1.1,Yes,3,2,1,2,15,2,4,3,3,3,3,Travel_Rarely,10,0,0.0,25,Medium,No,0
581,31,Male,Research & Development,Manufacturing Director,1,Life Sciences,Divorced,10648,7185.858642456343,1.4817992573758998,Overpaid,25,4,1,1.1,No,13,8,0,8,13,1,2,3,4,4,6,Travel_Rarely,9,0,0.0,15,Stable,No,0
582,33,Male,Research & Development,Manager,1,Medical,Married,13610,8202.607758984239,1.6592284307503422,Overpaid,12,3,0,1.0,Yes,7,6,7,7,15,7,3,2,4,4,2,Travel_Rarely,15,0,0.0,45,Medium,Yes,1
584,33,Male,Research & Development,Laboratory Technician,1,Medical,Divorced,3408,5117.052696144316,0.6660083845859001,Underpaid,13,3,3,1.3,No,4,3,1,3,8,7,4,1,3,1,2,Travel_Rarely,10,1,6911.424000000001,30,Medium,Yes,1
585,30,Male,Sales,Sales Representative,1,Marketing,Single,2983,3648.7238511524156,0.8175461124737755,Underpaid,14,3,0,1.0,No,3,2,1,2,4,0,2,4,3,1,3,Travel_Rarely,7,1,5011.4400000000005,45,Medium,No,0
586,35,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,7632,6034.192363395872,1.2647922937121825,Overpaid,12,3,0,1.0,Yes,8,7,0,0,10,4,3,4,3,3,2,Travel_Rarely,16,0,0.0,25,Medium,No,0
587,31,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,9824,6888.114245520063,1.4262248925951537,Overpaid,12,3,0,1.0,No,1,0,0,0,12,3,3,1,3,1,2,Travel_Frequently,20,0,0.0,0,Stable,Yes,1
590,34,Female,Human Resources,Human Resources,3,Human Resources,Divorced,9950,5532.216222618232,1.798555876995524,Overpaid,15,3,3,1.3,Yes,3,2,0,2,11,9,1,2,3,3,2,Travel_Frequently,23,0,0.0,40,Medium,Yes,1
591,42,Male,Research & Development,Laboratory Technician,2,Other,Married,2093,4968.6141094345985,0.4212442250296174,Underpaid,17,3,1,1.1,No,2,2,2,0,8,4,3,2,3,4,4,Travel_Frequently,5,1,4696.692000000001,30,Medium,No,0
592,36,Male,Sales,Sales Executive,4,Medical,Single,9980,6501.900395622494,1.5349358484050588,Overpaid,14,3,0,1.0,No,10,3,9,7,10,1,4,2,2,4,3,Non-Travel,10,0,0.0,20,Stable,No,0
593,22,Male,Research & Development,Laboratory Technician,1,Technical Degree,Single,3894,3256.6258399827366,1.1957161158005927,Overpaid,16,3,0,1.0,No,2,2,1,2,4,5,3,3,3,3,3,Travel_Frequently,4,0,0.0,0,Stable,Yes,1
595,48,Female,Sales,Sales Executive,5,Marketing,Married,4051,7967.769845427911,0.508423320275065,Underpaid,14,3,1,1.1,No,9,7,6,7,14,2,4,2,3,1,2,Travel_Rarely,2,1,7486.2480000000005,50,High,No,0
597,55,Female,Sales,Manager,5,Life Sciences,Single,16835,18340.505304630544,0.9179136408935015,Fair,23,4,0,1.0,No,10,9,7,7,37,3,2,1,3,4,2,Travel_Rarely,18,1,46464.6,35,Medium,No,0
599,41,Male,Sales,Sales Executive,2,Life Sciences,Single,6230,9593.750373429313,0.6493810822151993,Underpaid,14,3,0,1.0,No,14,3,1,10,16,7,4,4,3,4,3,Non-Travel,10,1,10466.400000000001,30,Medium,No,0
600,35,Male,Sales,Sales Executive,3,Marketing,Married,4717,8605.589718327406,0.5481321041780739,Underpaid,11,3,0,1.0,No,11,9,6,9,15,9,3,2,3,3,2,Travel_Rarely,1,1,6226.44,50,High,No,0
601,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,13237,11801.601133155651,1.1216274682264689,Fair,15,3,0,1.0,No,20,6,5,13,22,7,3,2,3,3,3,Travel_Rarely,6,1,23826.6,20,Stable,No,0
602,39,Female,Research & Development,Laboratory Technician,1,Life Sciences,Married,3755,5334.881286643023,0.7038582113160453,Underpaid,11,3,1,1.1,No,8,3,0,7,8,1,3,3,3,1,3,Travel_Frequently,8,1,5452.260000000001,30,Medium,No,0
604,31,Male,Sales,Sales Executive,1,Life Sciences,Single,6582,6450.560097510319,1.020376510024364,Fair,13,3,0,1.0,Yes,6,5,0,5,10,4,4,2,4,3,2,Travel_Rarely,2,0,0.0,25,Medium,No,0
605,42,Male,Research & Development,Manufacturing Director,3,Medical,Married,7406,5450.121378457008,1.3588688188255953,Overpaid,21,4,1,1.1,Yes,10,9,5,8,10,1,1,4,2,4,5,Travel_Rarely,24,0,0.0,60,High,No,0
606,45,Male,Sales,Sales Executive,3,Other,Married,4805,5838.907143087759,0.8229279696095657,Underpaid,19,3,1,1.1,No,8,7,3,7,9,0,2,4,4,2,3,Travel_Rarely,2,1,12050.94,45,Medium,No,0
608,26,Female,Human Resources,Human Resources,4,Life Sciences,Divorced,2741,4073.457029435671,0.6728928230230363,Underpaid,11,3,1,1.1,Yes,7,7,1,0,8,0,3,2,2,2,2,Travel_Frequently,17,0,0.0,55,High,Yes,1
611,29,Male,Research & Development,Manufacturing Director,3,Technical Degree,Divorced,4262,4769.493369346075,0.8935959587222038,Fair,12,3,2,1.2,No,3,2,1,2,8,4,4,4,4,2,2,Travel_Rarely,19,1,7364.736,0,Stable,No,0
612,33,Female,Research & Development,Research Director,5,Medical,Divorced,16184,5622.545711629074,2.878411458092149,Overpaid,19,3,1,1.1,No,6,1,0,5,10,4,3,1,3,3,2,Travel_Rarely,1,0,0.0,0,Stable,No,0
613,31,Male,Sales,Manager,3,Life Sciences,Divorced,11557,6336.53721777172,1.8238668223374037,Overpaid,21,4,1,1.1,No,5,4,0,1,10,9,4,3,2,3,3,Travel_Rarely,7,0,0.0,0,Stable,No,0
614,18,Male,Sales,Sales Representative,3,Marketing,Single,1878,1606.8758464399905,1.1687275057128284,Overpaid,14,3,0,1.0,Yes,0,0,0,0,0,1,2,2,3,4,3,Travel_Frequently,5,0,0.0,40,Medium,Yes,1
615,40,Male,Sales,Sales Executive,3,Other,Divorced,10932,10741.541977776706,1.017730975926672,Fair,15,3,1,1.1,No,1,0,0,1,20,3,1,3,3,3,2,Non-Travel,28,0,0.0,15,Stable,No,0
616,41,Female,Research & Development,Healthcare Representative,4,Other,Single,6811,5946.752653930066,1.1453309724423755,Fair,17,3,0,1.0,Yes,8,7,0,7,10,2,3,1,3,1,3,Non-Travel,2,0,0.0,25,Medium,No,0
618,26,Male,Sales,Sales Executive,2,Medical,Divorced,4306,5376.24060286483,0.800931416221489,Underpaid,12,3,2,1.2,No,0,0,0,0,8,5,3,1,3,1,5,Travel_Rarely,29,0,0.0,30,Medium,No,0
620,35,Female,Sales,Sales Executive,3,Medical,Single,4859,4019.8539753123882,1.208750374974106,Overpaid,16,3,0,1.0,No,5,4,0,3,5,1,3,1,3,4,3,Travel_Rarely,1,0,0.0,0,Stable,No,0
621,34,Male,Sales,Sales Executive,4,Life Sciences,Single,5337,6310.238723600725,0.8457683193568025,Underpaid,12,3,0,1.0,No,10,7,5,7,10,1,4,4,3,4,3,Travel_Rarely,21,1,7685.28,50,High,No,0
622,26,Male,Research & Development,Laboratory Technician,3,Technical Degree,Single,2340,1773.5491252490822,1.3193883195490081,Overpaid,18,3,0,1.0,Yes,1,0,0,0,1,1,4,3,1,2,3,Travel_Rarely,24,0,0.0,25,Medium,Yes,1
623,37,Female,Research & Development,Manufacturing Director,3,Technical Degree,Single,7491,6588.546537121446,1.1369730725576446,Fair,17,3,0,1.0,No,6,5,1,2,12,4,4,2,4,4,3,Travel_Rarely,1,1,15281.640000000001,0,Stable,No,0
624,46,Female,Research & Development,Healthcare Representative,1,Medical,Married,10527,14219.33189173614,0.7403301421016824,Underpaid,11,3,0,1.0,No,2,2,1,2,28,5,3,1,2,4,3,Travel_Frequently,18,1,13895.64,30,Medium,No,0
